	smiles
266	COc1cc(OC)cc(c1)c2c(c3ccc(F)cc3)c4cc(ccc4n2C)c5ccc6OCCOc6c5
267	COc1cccc(NCc2oc3c4ccccc4C(=O)C(=O)c3n2)c1
268	COC1=CC=C2C(=CC1=O)[C@H](CCc3c(Cl)c(OC)c(OC)c(OC)c23)NC(=O)C(F)(F)F
269	CC(C)(CN1C(=O)c2ccccc2C1=O)C[N+](C)(C)CCCCCC[N+]3(C)[C@@H]4CC[C@@H]3CC(C4)OC(=O)C(CO)c5ccccc5
270	C(N1CCCN(CC1)c2nccs2)c3onc(n3)C4CC4
271	NC1=C(C#N)C(C2CCC=CC2)C(=C(N)S1)C#N
272	Clc1cccc(Nc2ncnc3ccc(NCc4ccccc4Br)cc23)c1
273	CC(C)(NC(=O)c1ccc2ccccc2c1C#CCCCc3ccccc3)C(=O)O
274	COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc(N[C@H]4[C@H]5COC(=O)[C@@H]5[C@H](c6cc(OC)c(O)c(OC)c6)c7cc8OCOc8cc47)cc3
275	CCCN1CCN(CC1)C(=O)C2=NN(C(=O)c3c2c4ccccc4n3C)c5ccc(OC)cc5
276	Cl.CC1C2Cc3ccc(O)cc3C1(C)CCN2CC=C
277	CNc1ccc(CNCc2ccc(cc2)c3ccc(cc3)c4nc5cccc(C)c5[nH]4)cc1
278	Fc1ccc(cc1)N2CCN(Cc3cnc(s3)N4CCOCC4)CC2
279	COC1Cc2c(scc2C3(CCN(Cc4ccccc4)CC3)O1)c5ccc(cc5)C(F)(F)F
280	CCCCC\C=C\C=C\1/C(C\C=C/CCCC(=O)O)C=CC1=O
281	CC(=O)OC1=C(Oc2cc(OC(=O)C)cc(OC(=O)C)c2C1=O)c3ccc(OC(=O)C)c(OC(=O)CCCNC(=O)OC(C)(C)C)c3
282	CC1=CC(=O)Oc2cc(c3C=CC(C)(C)Oc3c12)c4ccc(NS(=O)(=O)C)cc4
283	Cc1oc(\C=N\NC(=O)c2nnn(c2C)c3nonc3N)cc1
284	CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2
285	OC(CNC(=O)c1ccccc1C(=O)O)COCC2CCC=CC2
286	OC1=C(C(N(CCN2CCOCC2)C1=O)c3ccncc3)C(=O)c4occc4
287	CCCCCOc1c(OC)ccc2cc(C(=O)NCCc3c[nH]c4ccccc34)c(O)nc12
288	CCCCc1nnc2c(nc3ccccc3n12)N(C)S(=O)(=O)c4ccccc4
289	CCc1nc2c(C)cc(cc2n1Cc3cccc4c3ccn4c5ccccc5C(=O)O)c6nc7ccccc7n6C
290	CC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
291	CCCCn1c(SCC(=O)c2ccc3OCCOc3c2)nnc1c4occc4
292	Cl.Fc1ccc(cc1F)c2ccc3C(CCCc3c2)c4ccncc4
293	CC(=O)c1c(O)c(C)c(O)c2c1OC3=Cc4c(C(=O)[C@]23C)c(C)nn4c5ccccc5
294	Cc1onc(NC(=O)c2cccc(C)c2[N+](=O)[O-])c1
295	CC(C)CN1CCN(CCOc2ccccc2CCC3CCCCC3)CC1
296	Cc1ccc(\C=C\C(=O)NCCO)cc1
297	ONC(=O)CCNC(=O)Cn1cnc2c(ncnc12)N3CCOCC3
298	CC(CCCN)NCC(O)c1ccc(O)c(O)c1
299	CCCCCCn1cc(COc2ccc3C(=O)CC(Oc3c2)c4ccc(Br)cc4)nn1
300	OC1=NN=C(C2CC12)c3ccc4nc(oc4c3)c5ccccc5
301	COc1cc(C[C@H](C)Oc2cc3OCOc3cc2CC=C)cc(OC)c1OC
302	Fc1ccc(NC(=O)N2CCC(CC2)N3CC(CC#N)(C3)n4cc(cn4)c5ccnc6[nH]ccc56)c(Cl)c1
303	Clc1ccc2C(=C3CCN(CC3)C=O)c4ncccc4CCc2c1
304	CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F
305	Fc1cccc(Cl)c1C2SCc3nc4cc5ccccc5cc4n23
306	Cl.OC(CC(=O)CCc1ccccc1)c2ccccc2
307	COc1cccc(NC2=C(C)C(=O)C3=C([C@H](COC(=O)N)C4(OC)[C@@H]5N[C@@H]5CN34)C2=O)c1
308	CN1CCN(C1=O)c2nc(c(O)c3ncccc23)c4oc(Cc5ccc(F)cc5)nn4
309	CC(C)(C)OC(=O)N1CC(C1)Oc2ncccc2[C@@H]3CC[C@@H](O)CC3
310	OC(=O)c1ccc(cc1O)n2cc([N+]#[C-])c3cscc23
311	Cc1ccc(cc1)C(=O)CSc2nnc(c3occc3)n2Cc4ccccc4
312	CCOc1ccc(cc1)C(CC)(CC)NC(=O)c2c(C)nn3c2N[C@H](CC3(C)C)c4ccccc4
313	FC(F)(F)c1ccc(CCNC(=O)C2CCC(=O)N(CCCN3CCCC3=O)C2)cc1
314	CN1CCCCC1C2CSSC2.OC(=O)C(=O)O
315	N[C@H]([C@H]1[C@H](CNC(=O)Nc2ccccc2)[C@H]1C(=O)O)C(=O)O
316	CCCCCCCCc1ccc(CO[C@H]2CN[C@@H](CO)C2)cc1
317	N[C@@H](C[C@H]1CCCC[C@H]1CCP(=O)(O)O)C(=O)O
318	CC1(Cc2c(O1)nccc2c3cccc(c3)C(=O)N)C(=O)Nc4ccc(F)c(Cl)c4
319	CN1C(=O)N(C)c2nc(SCC(=O)Nc3ccc(F)cc3)n(Cc4ccccc4F)c2C1=O
320	CN1CCC(CC1)(NC(=O)C[C@H](N)Cc2ccccc2F)c3ccccc3
321	COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c2c1)c34
322	Clc1ccc2c(NCCNC34CC5CC(CC(C5)C3)C4)ccnc2c1
323	CCCC(=O)Nc1nc(C)c(s1)c2csc(Nc3ccccc3C)n2
324	OCCCC1CCCC(=C(c2ccc(O)cc2)c3ccc(O)cc3)C1
325	CCOC(=O)[C@H](CCN(C)C)NC(=O)c1c(C)cc(cc1C)c2cccc(NS(=O)(=O)c3cc(C)c(Cl)cc3C)c2
326	OC1=N\C(=C/c2cnn3C(=NC4CC4)N=C(Nc23)Oc5cc(F)ccc5F)\C(=N1)O
327	COc1cccc(CNc2nc3ccccc3n2CCN4CCCCC4)c1OC
328	O=C1NC(C(=O)N1)c2ccc(s2)C3NC(=O)NC3=O
329	O.Cl.CCCCN1C(=O)C(=C(c2cccc(OCCCO)c2)c3cccnc13)NC(=O)Nc4c(cc(N)cc4C(C)C)C(C)C
330	CN(C)N=Nc1nc2C(=O)N(C)C(=O)N(C)c2[nH]1
331	Cc1ncc(cn1)C(CN=C(O)c2c(Cl)cccc2Cl)N3CCC(F)CC3
332	CC1(C)C=C(CCNC(=N)N)C(C)(C)N1[O]
333	CCn1nnc(NC(=O)c2c(OC)cccc2OC)n1
334	CS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(CN4CCN(CC4)N=O)cc3)C(F)(F)F
335	CN1N=C(CC(=O)Nc2ccc(Cl)cc2C(F)(F)F)c3ccccc3C1=O
336	CCC(=O)NC[C@@H]1C[C@H]1c2cccc3NC(Oc23)C(C)C
337	COc1ccc(NS(=O)(=O)c2ccccc2)cc1N3CCN(C)CC3
338	CC1=CSC2=NC(=C(C(=O)N12)S(=O)(=O)N3CCN(CC3)c4cccc(c4)C(F)(F)F)C
339	CC(NC(=O)c1occc1)c2onc(n2)c3ccccc3
340	CCCCCCCCCCNC(=O)CCCCCOC(=O)OCCCCCCCC
341	OCC(=O)N1CCC(CC#N)(CC1)N2NC(=Nc3ccccc3)C(=C2)C(=N)O
342	COc1cccc(OC)c1C2CC(F)(F)C(=O)N2Cc3ccc(OC(F)(F)F)cc3
343	CN(C)c1ccc(cc1)c2ccc(s2)C(=O)NC3CCN(Cc4ccccc4F)CC3
344	CC(C)Oc1ccc(cc1)c2oc(nn2)c3ccc4CCC(N)(CO)Cc4c3
345	NC(=S)NC(=O)\C=C\c1ccccc1
346	O=C(CC1=Cc2ccccc2C1)N3CCC[C@@H]3C(=O)N4CCCC4
347	CCOC(=O)c1ccc2OC(=O)C(=O)Nc2c1
348	CCCN1C=Cc2cc(cc(Cl)c2C1=O)c3cccnc3
349	COC(=O)C1(C)C=CC(=O)C2(C)C(CC(=O)O)C3(C)C(OC4CC(C(=C34)C)c5cocc5)C(O)C12
350	COc1ccccc1N2CCN(CC(O)CCn3cc(nn3)c4ccccc4OC)CC2
351	CN1[C@@H]2CCN(Cc3cccc(c3)C#N)[C@H]2CC1=O
352	COc1ccc(cc1)c2oc3cccc(OC(=O)c4ccccc4)c3c2
353	COC(=O)c1c(C)oc2ccc(cc12)N(C(=O)c3ccncc3)S(=O)(=O)c4ccc5ccccc5c4
354	Fc1ccc(N\N=C/2\CCSc3sccc23)c(F)c1
355	CC(C)NC(=O)N1CCC(CCN2[C@@H]3CC[C@H]2C[C@H](C3)n4c(C)nc5ccccc45)(CC1)c6ccccc6
356	CCN(CC)CCO\N=C(/c1ccc(SC)cc1)\c2cccc3ccccc23
357	CC(C)CCOc1ccc2ccccc2c1c3c(OCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)N[C@@H](CC(C)C)C(=O)OCc4ccccc4)ccc5ccccc35
358	CCCCNC(=O)c1cc(sc1N)c2ccc(Br)cc2
359	CCCCOc1cc(OCCCN(CC)CC)ccc1NC(=O)c2cc(nn2C)c3ccc(Oc4ccc(OC)cc4)cc3
360	N[C@@H](CCCNC(=N)N)C(=O)NCCCCCCCCCNCCCNC(=O)[C@H](CC(=O)N)NC(=O)Cc1ccc(O)cc1O
361	NC(=O)c1ccc(Oc2ccc(CN3CCCC3c4cccnc4)cc2)c(Cl)c1
362	CCS(=O)(=O)NCc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
363	Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2Cc3ccccc3C[C@H]2C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCCNC(=O)OCc5ccccc5)C(=O)O
364	CC(C)n1nc(Cc2cc(F)cc(Cl)c2)c3c(N)ncnc13
365	OC1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3
366	CCCNCC(=O)N1C(C)c2cccc3CCN(c4ccccc14)c23
367	CNc1n[nH]c2cc(ccc12)C(=O)N3CCC4(CC3)Cc5cn(nc5C(=O)N4)C(C)(C)C
368	Clc1ccc2[nH]c3c(NCCCN4CCCC4=O)ncnc3c2c1
369	Cc1ccc(cc1)S(=O)(=O)C2(CC2)C(=O)Nc3nccs3
370	CC(CC(=O)Nc1cccc(F)c1)S(=O)(=O)c2ccc3OCC(=O)Nc3c2
371	CCCCCCCCCCCCCCCCOP(=O)([O-])OCCC[N+](C)(C)Cc1ccccc1
372	Cc1cc(ccn1)c2n[nH]c3cc(NC(=N[C@@H](CO)c4ccc(F)cc4)O)ncc23
373	CCCCCCCCCCc1cnnn1CC(=O)OCC
374	COC(=O)c1ccc(cc1)C(=O)C2C(=S)N(C)c3ccccc23
375	COc1cc(cc(OC)c1OC)c2snnc2c3ccc(cc3)[N+](=O)[O-]
376	Nc1c(sc2nc(ccc12)c3cccs3)C(=O)Nc4ccc(Cl)cc4F
377	COc1c2CC(=O)N[C@@H]3Cc4ccccc4c(c(OC)c1OC)c23
378	CN(c1ccccc1CNc2cccn3nc(Nc4ccc5cnccc5c4)nc23)S(=O)(=O)C
379	COc1ccccc1CNc2nc(NC(C)C)nc3ccsc23
380	C\C(=N/N1CCN(CC1)c2ccccc2)\c3ccc(O)cc3
381	COc1cc(cc(OC)c1OC)\C(=N/Nc2ccc(Cl)cc2)\C3=NC(=NNC3=O)c4cc(OC)c(OC)c(OC)c4
382	CCOc1ccccc1c2cc([nH]c2c3ccncc3)c4ccc(Cl)cc4
383	CSc1nc(N)c2nc(c3oc(cc3)P(=O)(O)O)n(CC(C)C)c2n1
384	Cc1nc2cccc(c3cc4C(=NCCCc4[nH]3)O)c2nc1NC(C)(C)C
385	[O-][N+](=O)c1cc(\C=C\C(=O)Nc2cccc(NC(=O)c3occc3)c2)ccc1Cl
386	C1CC2CC1CC2c3nnn4cnc5[nH]ccc5c34
387	OCc1cn(CC2Cc3cc(C=O)ccc3O2)nn1
388	COc1ccc2C(=CC(=O)Oc2c1OCCCCCCC(=O)O)Nc3c(Cl)cncc3Cl
389	[O-][n+]1ccc(cc1)C(=O)OCC(=O)Nc2ccc3OCCOc3c2
390	CCC(=O)N(C1CCCC1N(C)C)c2ccc(Cl)c(Cl)c2.OC(=O)\C=C/C(=O)O
391	COc1ccccc1N2C3CS(=O)(=O)CC3S/C/2=N\C(=O)C4CCCCC4
392	CCN(CC)CCNC(=O)c1ccc(cc1)N=[N+]=[N-]
393	COc1ccccc1C(C[N+](=O)[O-])c2c[nH]c3ccccc23
394	Clc1ccc(Oc2cccc(CN3CCN(CC3)C(=O)Nc4cnc5cccnn45)c2)cc1
395	CC(C)CN(NC(=O)C(C)(C)c1ccc(CN2CCN(C)CC2)cc1)c3nc(ncc3Br)C#N
396	CCc1cc2c(nc(NC(=O)NCCC(=O)O)nc2s1)N3CCN(CC3)C(=O)CC(F)(F)F
397	COC(=O)CCCC(=O)n1c2ccccc2c3nnc(SCc4ccccc4C#N)nc13
398	CCCOc1cccc(c1)C(=O)Nc2ccc(C3=Cc4ccccc4OC3=O)c(C)c2
399	Cc1ccccc1NC(=O)c2cccc3C(=O)C4=C(CCCC4)Nc23
400	C[N+]1(C)CN(c2ccccc2)C3(CCN(CCCC(=O)c4cccs4)CC3)C1=O
401	CN(C)C(=O)n1nnc(n1)c2ccc(cc2)n3ccc4ccccc34
402	COc1ccc(CN2CCN(CCc3ccccc3)C(CCO)C2)c(O)c1
403	CN\C(=N\CC1CCOC1)\N[N+](=O)[O-]
404	CNCc1cc(c2ccccc2)n(c1)S(=O)(=O)c3ccc(OC)cc3
405	Fc1ccc(OS(=O)(=O)c2ccc(NC(=O)NCCCl)cc2)cc1F
406	CC(C)(C)ONC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O
407	COc1ccc(Cc2cnc3nc(N)nc(N)c3c2C)cc1OC.OCCS(=O)(=O)O
408	CN(C)C(=O)c1cc2ccccc2c3C(=O)N(Cc4[nH]cnc4C)C=Cc13
409	Clc1cccc(N2CCN(CCCNS(=O)(=O)c3ccc4ncccc4c3)CC2)c1Cl
410	COc1ccc(C=O)cc1CSc2oc(COc3cccc4cccnc34)nn2
411	CC1=NS(=O)(=O)c2cccnc2N1
412	Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)N4C(=O)Nc5ncccc45)c6ncc(c7nccs7)n6C2)c1F
413	[Br-].CCCCCC[N@+]1(C)C2CCC1C[C@H](CC(C#N)(c3ccccc3)c4ccccc4)C2
414	NC(=O)c1cccc(Br)c1
415	CO[C@@H]1O[C@H](COc2ccc(cc2)c3ccccc3)[C@@H](O)[C@H](O)[C@H]1Oc4cccc(c4)C(C)C
416	CCOC(=O)COc1cc(nc2ccccc12)c3ccccc3
417	Cc1cccc2cc(CN(Cc3ccc(F)cc3)C(=O)C(F)(F)F)c4nnnn4c12
418	[Cl-].CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4c(\C=N/NC(=O)C[n+]5ccccc5)c6ccccc6nc34)C2=O
419	COc1ccc(cc1)C2=Nc3ccc(Br)cc3C(=O)N2c4ccc(SC)cc4
420	CC=C(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
421	N[C@H](CCC\N=C(\N)/N[N+](=O)[O-])C(=O)N1C[C@H](C[C@@H]1C(=O)N)NC(=O)C(F)(F)F
422	CC1Cc2c(N)nc(NN)nc2NC1=O
423	CC(=O)OC1(CCC2C3CC(C4=CC(=O)CCC4(C)C3CCC12C)C(F)(F)F)C(=O)C
424	CCOC(=O)c1cc(on1)c2cccc(NCc3cccc(c3)C(F)(F)F)c2
425	CC(C)[C@H](NC(=O)c1ccccn1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN[C@@H](Cc3ccc(cc3)c4ccccc4)C(=O)N
426	Nc1nc(Nc2ccc(cc2)C(=O)N3CCOCC3)nn1c4ccccn4
427	CC[C@H](C)[C@H](NC(=O)[C@@H](CC=C)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O
428	Oc1ccc(\C=C\2/Oc3cc(OCCN4CCCC4)ccc3C2=O)cc1
429	O=C1C=C(N=CN1CCCCCN2CCN(CC2)c3ccccc3)c4ccccc4
430	CN(Cc1ccc(cc1)C(C)(C)c2ccccc2)Cc3cccc4c(Cl)csc34
431	CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](CC2CCCCC2)C(=O)NC(C)(C)Cc3ccccc3
432	CCn1ccnc1CN(C)Cc2c[nH]nc2c3ccc(F)cc3F
433	Cc1ccccc1CC2(CO)CCCN(C2)C(=O)CCC(F)(F)F
434	CC(=O)Nc1ccc(cc1)C(=O)NNC(=O)c2ccccc2n3cccc3
435	CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnc(C)cc23)c4cccc(F)c4O1
436	Oc1nc(nc(N[C@@H]2CNCC(F)(F)C2)c1c3nc4ccccc4s3)N5CCOCC5
437	O=C(Nc1ccccc1)N(CCc2nc3ccccc3[nH]2)C4CCCC4
438	CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)COc3ccc(CC)cc3
439	NC(=N)c1ccc(cc1)C2=NOC(CC(=O)NC[C@H](NC(=O)CCc3ccccc3)C(=O)O)C2
440	COc1ccc2nc(C)c3c(C)nc(c4cncnc4)n3c2n1
441	CCNc1cccnc1N2CCN(Cc3cc4ccccc4[nH]3)CC2
442	CC1(C)OC(C)(C)c2c1nnc(c3cccc(c3)C(F)(F)F)[n+]2[O-]
443	COc1ccc2C[C@H]3NCC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
444	[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc(cc3)c4occn4)CC2)cc1
445	COc1ccc(cc1)c2nc(COc3ccc(CCC(=O)O)c(C)c3)sc2c4ccc(cc4)C(F)(F)F
446	Cl.Cl.Cl.Cc1cccc(N2CCN(CCCNC(=O)c3nc(C)n(c3C)c4cccc(Cl)c4)CC2)c1C
447	Nc1cccc2c(Oc3cccc(NC(=O)c4ccc(Cl)c(c4)C(F)(F)F)c3)ccnc12
448	N[C@@H]1CC[C@@H](CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC4CCCCC4)[C@@H](O)[C@@H](O)CCc5ccccn5
449	COCCn1cc(C(=O)C(=O)Nc2ccncc2)c3ccccc13
450	CC1(C)CC(CC(C)(C)N1)NC(=O)c2ccc(Oc3ccccc3C#N)cc2Cl
451	NS(=O)(=O)c1ccc(CNC(=O)CC23CC4CC(CC(C4)C2)C3)cc1
452	COc1cc2c(Oc3ccc(NC(=O)c4nnn(c5ccc(F)c(F)c5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN6CCOCC6
453	OC(=O)CCCc1ccc(cc1)C#Cc2ccccc2
454	CC1(C)CC(=O)C=C(C1)Nc2ccc(cc2)S(=O)(=O)N
455	COCCCn1c(SCC(=O)Nc2cccc(c2)C(=O)OC)nnc1c3ccncc3
456	CCCCC1=C(OCCCO)c2cccnc2N(C1=O)c3ccccc3
457	C\C(=N/N=C(\S)/N1CCCCC1)\c2ccncn2
458	CCCN1CCc2c([nH]c3ccc(CC)cc23)C1c4ccc(OC)cc4
459	COc1nc2ccccc2nc1OC
460	COc1ccccc1N2CCN(CCNC(=O)c3cccs3)CC2
461	FCC1Cc2ccc(cc2CN1)S(=O)(=O)NCCCCc3ccccc3
462	Fc1ccc(NC2CCCN(C2)C(=O)c3ccc(C=C)cc3)cc1
463	COc1ccc(cc1)C(=O)Nc2ccc(cc2)C(=O)Nc3ccc(cc3)S(=O)(=O)Nc4nccs4
464	CC(C)c1cc(cc(c2ccccc2)[n+]1Cc3ccc(cc3)S(=O)(=O)N)c4ccccc4.[O-]Cl(=O)(=O)=O
465	O=C(N\N=C\c1c[nH]nc1c2ccccc2)c3occc3
466	C[C@@H](OC[C@]1(CC[C@@H](CN1)N2CCCC2=O)c3ccccc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
467	C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC4c5ccccc5CSc6ccccc46.CS(=O)(=O)[O-]
468	COc1cc(ccc1O)C2=CC(=O)c3cc(Cl)cc(Cl)c3O2
469	CC1CCCC(NC(=O)COC(=O)Cc2c[nH]c3ccccc23)C1C
470	CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c4cccc(NC(=O)C5CC5)c4)C(=O)Nc6ccc(F)c(Cl)c6)CC1
471	NC(=N)c1ccc(NC(=O)CCC(=O)NC(CC(=O)O)c2ccccc2)cc1
472	CC(C)c1ccc(C)cc1OCCNc2nc3N(C)C(=O)N(C)C(=O)c3n2C
473	COc1cc(\C=C\2/CCCN3CC(CO)ON=C23)ccc1n4cnc(C)c4
474	COc1ccccc1CNc2ncc(c(NCC3CCC(CN)CC3)n2)[N+](=O)[O-]
475	Cl.CC1CN(CC(O)COc2ccccc2C(C)(C)C)CC(C)O1
476	Clc1cccc(c1)N2CCN(CC2)S(=O)(=O)CCNC(=O)Cc3cccs3
477	CN(C)CC(=O)NN1C(=O)c2c(C1=O)c3c4cccc(O)c4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7c(O)cccc7c26
478	C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(=O)O)COC(=O)C3=CN(CCF)c4c(F)c(N5CCN(C)CC5)c(F)cc4C3=O
479	CC(C)NC[C@@H](O)COc1ccccc1OCCCCCCCCCCCCCCOc2ccccc2OC[C@@H](O)CNC(C)C
480	CCN(C(=O)C(C)C)c1ccc(nc1)C(O)(C(F)(F)F)C(F)(F)F
481	Fc1cccc(c1)c2oc(SCC(=O)N3CCOCC3)nn2
482	CC(C)Oc1ccc(NC2=CC(=O)N(CC(C)(C)C(=O)O)C(=O)N2Cc3ccc(Cl)cc3)cc1F
483	CCOC(=O)CN1C(=O)c2ccccc2/C/1=C\C(=O)OCC
484	CN(C)C1=N\C(=N\Cc2ccccn2)\SS1
485	CCCc1ccc(Nc2cccc3C(=O)N(C4CCC(=O)NC4=O)C(=O)c23)cc1
486	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C
487	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C1=O
488	CC(C)[C@H](O)C(=O)C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@H](CC[C@]4(C)C3=CC[C@]12C)OS(=O)(=O)O
489	C\C(=N/N=C/1\SCC(=O)N1Cc2cccc3ccccc23)\c4occc4
490	CCOC(=O)c1ccc(NC(=O)CSc2nnc(c3cccs3)n2CC=C)cc1
491	CC(=O)O[C@@H]1[C@H](Oc2ccc(I)cc2)O[C@@H](COS(=O)(=O)c3ccc4ccccc4c3)[C@@H](O)[C@@H]1OCC=C
492	CCOC(=O)C1C(CC(=CC1=O)c2ccccc2)c3cccc(c3)[N+](=O)[O-]
493	Cc1cccc2cc(C#N)c(NCCNC(=O)COc3ccccc3)nc12
494	CSc1nc(Nc2cccc(Cl)c2)c3cnn(CC(Cl)c4ccccc4)c3n1
495	Clc1ccc(cc1)N2CCN(CC2)C(=O)CN3C(=O)C4CCCCC4C3=O
496	CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3
497	ON(C=O)C(CSc1cccs1)CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2
498	CN1\C(=C/C(=O)c2cncc(Br)c2)\C(C)(C)c3ccccc13
499	CC(C)C1=C(C(c2cn(nc2c3ccc(C)cc3)c4ccccc4)n5ncnc5N1)C(=O)Nc6ccc(Br)cn6
500	CCCCNC(=O)C1N(Cc2occc2)C(=O)COc3ccccc13
501	COc1cc(C)ccc1S(=O)(=O)N[C@H]2CN(C[C@@H]2C3CC3)C(=O)C
502	CNC(=O)Nc1cc(sc1C(=O)N)c2ccccc2OC
503	CCN1CCN(CC1)C(=O)C2CCN(CC2)c3nnc(s3)n4c(C)ccc4C
504	CC(C)(C=C)c1ccc2[nH]c3c(C[C@@H]4CC[C@@]5(O)C6=CC(=O)[C@@H]7O[C@]6(CC[C@]5(C)[C@@]34C)OC7(C)C)c2c1
505	CNC(=O)[C@H]1S[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(Cl)nc23
506	CN(C)CCC(Oc1ccc(NC(=O)N2CCc3cc(C)c(Cl)cc23)cc1)c4ccccc4
507	Fc1ccc2nc(Cl)c(cc2c1)C3CC(=NN3C4=NC(=O)CS4)c5ccc(Cl)cc5
508	CC(C)CS(=O)(=O)c1cc(NCc2occc2)c(cc1S(=O)(=O)N)S(=O)(=O)O
509	CCCCN(CCCC)CCCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C2(CCc3ccccc23)NC(=O)c4cc5ccccc5s4
510	COc1cc(cc(O)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24
511	Oc1cc(OCCCCC#N)c(CC=C)cc1C(=O)c2ccccc2
512	[O-][N+](=O)c1ccc(cc1)C2=N\C(=C\N3CC4CC(C3)C5=CC=CC(=O)N5C4)\C(=O)O2
513	NCc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NC(CC(=O)O)C(=O)O)ccc2n1
514	C1CC(CO1)Nc2ncnc3ccc(cc23)c4cncs4
515	CCCCCCCCCCOc1ccc(cc1Cc2nnn[nH]2)C(=O)c3cccc(c3)C(=O)O
516	Clc1ccc(OCC(=O)NC2CC2)cc1
517	Cc1ccc(cc1)c2onc(c2)C(=O)NC\C=C\S(=O)(=O)C
518	COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(OC(=O)c3ccccc3OC(=O)c4ccccc4O)c(OC)c2)ccc1OC(=O)c5ccccc5OC(=O)c6ccccc6O
519	COc1cc(C)c(\C=C\C(=C\C=C\C(=C\C(=O)O)\C)\C)c(C)c1C
520	Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CN3C(=O)NC(C)(C3=O)c4ccc5ccccc5c4
521	OCC1(CC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(cc4)C#N)c3)c5cncnc25
522	CN1CCN(Cc2cc(Br)c3cccnc3c2O)CC1
523	CC(C)C1CCC(C)CC1OC(=O)c2ccccc2NS(=O)(=O)c3cc(Cl)cc(Cl)c3O
524	Fc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)c3ccc4OCCOc4c3
525	CC[C@H]1C2Cc3ccc(O)cc3[C@]1(C)CCN2C
526	CC(C)NCC(O)c1ccc(C)cc1
527	Cc1ccc(C)c(NC(=O)CCCCC(=O)NO)c1
528	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)COc1cccc(c1)N(C)C)C(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c3ncc(s3)c4ccccc4
